,Value,Layer,Method
2300,1.5909091234207153,conv10,HRank
2301,1.4431818723678589,conv10,HRank
2302,1.5625,conv10,HRank
2303,1.4659091234207153,conv10,HRank
2304,1.920454502105713,conv10,HRank
2305,1.7443181276321411,conv10,HRank
2306,1.8011363744735718,conv10,HRank
2307,1.6875,conv10,HRank
2308,1.3693181276321411,conv10,HRank
2309,1.5056818723678589,conv10,HRank
2310,1.5681818723678589,conv10,HRank
2311,1.5625,conv10,HRank
2312,1.4772727489471436,conv10,HRank
2313,1.954545497894287,conv10,HRank
2314,1.6647727489471436,conv10,HRank
2315,1.454545497894287,conv10,HRank
2316,1.545454502105713,conv10,HRank
2317,1.5511363744735718,conv10,HRank
2318,1.8465908765792847,conv10,HRank
2319,1.8977272510528564,conv10,HRank
2320,1.5738636255264282,conv10,HRank
2321,1.8011363744735718,conv10,HRank
2322,1.5284091234207153,conv10,HRank
2323,1.8011363744735718,conv10,HRank
2324,0.8522727489471436,conv10,HRank
2325,1.6306818723678589,conv10,HRank
2326,1.375,conv10,HRank
2327,1.6931818723678589,conv10,HRank
2328,1.6022727489471436,conv10,HRank
2329,1.6306818723678589,conv10,HRank
2330,1.4715908765792847,conv10,HRank
2331,1.4034091234207153,conv10,HRank
2332,1.6931818723678589,conv10,HRank
2333,1.5852272510528564,conv10,HRank
2334,1.7159091234207153,conv10,HRank
2335,1.6193181276321411,conv10,HRank
2336,1.767045497894287,conv10,HRank
2337,1.6136363744735718,conv10,HRank
2338,1.5,conv10,HRank
2339,1.5056818723678589,conv10,HRank
2340,0.9090909361839294,conv10,HRank
2341,1.3068181276321411,conv10,HRank
2342,1.7613636255264282,conv10,HRank
2343,1.6818181276321411,conv10,HRank
2344,1.6818181276321411,conv10,HRank
2345,1.875,conv10,HRank
2346,1.6590908765792847,conv10,HRank
2347,1.704545497894287,conv10,HRank
2348,1.5511363744735718,conv10,HRank
2349,1.795454502105713,conv10,HRank
2350,1.482954502105713,conv10,HRank
2351,1.5568181276321411,conv10,HRank
2352,1.607954502105713,conv10,HRank
2353,1.7613636255264282,conv10,HRank
2354,1.4715908765792847,conv10,HRank
2355,1.7727272510528564,conv10,HRank
2356,1.3011363744735718,conv10,HRank
2357,1.625,conv10,HRank
2358,1.6534091234207153,conv10,HRank
2359,1.625,conv10,HRank
2360,1.5909091234207153,conv10,HRank
2361,1.6590908765792847,conv10,HRank
2362,1.454545497894287,conv10,HRank
2363,1.8977272510528564,conv10,HRank
2364,1.875,conv10,HRank
2365,1.4488636255264282,conv10,HRank
2366,1.6988636255264282,conv10,HRank
2367,1.4715908765792847,conv10,HRank
2368,1.6534091234207153,conv10,HRank
2369,1.607954502105713,conv10,HRank
2370,1.6136363744735718,conv10,HRank
2371,1.5284091234207153,conv10,HRank
2372,1.7613636255264282,conv10,HRank
2373,1.6477272510528564,conv10,HRank
2374,1.3522727489471436,conv10,HRank
2375,1.3806818723678589,conv10,HRank
2376,1.4772727489471436,conv10,HRank
2377,1.6761363744735718,conv10,HRank
2378,1.5852272510528564,conv10,HRank
2379,1.3409091234207153,conv10,HRank
2380,1.482954502105713,conv10,HRank
2381,1.6193181276321411,conv10,HRank
2382,1.454545497894287,conv10,HRank
2383,1.4772727489471436,conv10,HRank
2384,1.4147727489471436,conv10,HRank
2385,1.7784091234207153,conv10,HRank
2386,1.7272727489471436,conv10,HRank
2387,1.107954502105713,conv10,HRank
2388,1.5625,conv10,HRank
2389,1.4375,conv10,HRank
2390,1.6534091234207153,conv10,HRank
2391,1.0852272510528564,conv10,HRank
2392,1.7784091234207153,conv10,HRank
2393,1.4147727489471436,conv10,HRank
2394,1.8181818723678589,conv10,HRank
2395,1.642045497894287,conv10,HRank
2396,1.482954502105713,conv10,HRank
2397,1.7613636255264282,conv10,HRank
2398,1.767045497894287,conv10,HRank
2399,1.267045497894287,conv10,HRank
2400,1.6647727489471436,conv10,HRank
2401,1.6818181276321411,conv10,HRank
2402,1.7215908765792847,conv10,HRank
2403,1.795454502105713,conv10,HRank
2404,1.5284091234207153,conv10,HRank
2405,1.7784091234207153,conv10,HRank
2406,1.8011363744735718,conv10,HRank
2407,1.5681818723678589,conv10,HRank
2408,1.8181818723678589,conv10,HRank
2409,1.4886363744735718,conv10,HRank
2410,1.6988636255264282,conv10,HRank
2411,1.5681818723678589,conv10,HRank
2412,1.5909091234207153,conv10,HRank
2413,1.4318181276321411,conv10,HRank
2414,1.7443181276321411,conv10,HRank
2415,1.7272727489471436,conv10,HRank
2416,1.5397727489471436,conv10,HRank
2417,1.829545497894287,conv10,HRank
2418,1.5852272510528564,conv10,HRank
2419,1.4147727489471436,conv10,HRank
2420,1.607954502105713,conv10,HRank
2421,1.6022727489471436,conv10,HRank
2422,1.579545497894287,conv10,HRank
2423,1.4090908765792847,conv10,HRank
2424,1.704545497894287,conv10,HRank
2425,1.7897727489471436,conv10,HRank
2426,1.267045497894287,conv10,HRank
2427,1.6306818723678589,conv10,HRank
2428,1.6647727489471436,conv10,HRank
2429,1.767045497894287,conv10,HRank
2430,1.6931818723678589,conv10,HRank
2431,1.5056818723678589,conv10,HRank
2432,1.6761363744735718,conv10,HRank
2433,1.5227272510528564,conv10,HRank
2434,1.482954502105713,conv10,HRank
2435,1.6931818723678589,conv10,HRank
2436,1.517045497894287,conv10,HRank
2437,1.3863636255264282,conv10,HRank
2438,1.6306818723678589,conv10,HRank
2439,1.6875,conv10,HRank
2440,1.607954502105713,conv10,HRank
2441,1.6590908765792847,conv10,HRank
2442,1.7159091234207153,conv10,HRank
2443,1.6590908765792847,conv10,HRank
2444,1.5852272510528564,conv10,HRank
2445,1.482954502105713,conv10,HRank
2446,1.7102272510528564,conv10,HRank
2447,1.545454502105713,conv10,HRank
2448,1.5852272510528564,conv10,HRank
2449,1.4261363744735718,conv10,HRank
2450,1.982954502105713,conv10,HRank
2451,1.6988636255264282,conv10,HRank
2452,1.579545497894287,conv10,HRank
2453,1.9659091234207153,conv10,HRank
2454,1.767045497894287,conv10,HRank
2455,1.6136363744735718,conv10,HRank
2456,1.5681818723678589,conv10,HRank
2457,1.8409091234207153,conv10,HRank
2458,1.7897727489471436,conv10,HRank
2459,1.204545497894287,conv10,HRank
2460,1.7784091234207153,conv10,HRank
2461,1.7102272510528564,conv10,HRank
2462,1.6193181276321411,conv10,HRank
2463,1.3352272510528564,conv10,HRank
2464,1.6875,conv10,HRank
2465,1.75,conv10,HRank
2466,1.8238636255264282,conv10,HRank
2467,1.8011363744735718,conv10,HRank
2468,1.4943181276321411,conv10,HRank
2469,1.704545497894287,conv10,HRank
2470,1.5397727489471436,conv10,HRank
2471,1.6818181276321411,conv10,HRank
2472,1.704545497894287,conv10,HRank
2473,1.4715908765792847,conv10,HRank
2474,0.0,conv10,HRank
2475,1.8863636255264282,conv10,HRank
2476,1.920454502105713,conv10,HRank
2477,1.8011363744735718,conv10,HRank
2478,1.4261363744735718,conv10,HRank
2479,1.625,conv10,HRank
2480,1.7443181276321411,conv10,HRank
2481,1.7102272510528564,conv10,HRank
2482,1.5284091234207153,conv10,HRank
2483,1.5340908765792847,conv10,HRank
2484,1.5965908765792847,conv10,HRank
2485,1.420454502105713,conv10,HRank
2486,1.75,conv10,HRank
2487,1.4943181276321411,conv10,HRank
2488,1.8465908765792847,conv10,HRank
2489,1.5340908765792847,conv10,HRank
2490,1.642045497894287,conv10,HRank
2491,1.6022727489471436,conv10,HRank
2492,1.8863636255264282,conv10,HRank
2493,1.392045497894287,conv10,HRank
2494,1.2613636255264282,conv10,HRank
2495,1.5397727489471436,conv10,HRank
2496,1.670454502105713,conv10,HRank
2497,1.6761363744735718,conv10,HRank
2498,1.5397727489471436,conv10,HRank
2499,1.5511363744735718,conv10,HRank
2500,1.75,conv10,HRank
2501,1.4318181276321411,conv10,HRank
2502,1.7727272510528564,conv10,HRank
2503,1.7784091234207153,conv10,HRank
2504,1.375,conv10,HRank
2505,1.7272727489471436,conv10,HRank
2506,1.8181818723678589,conv10,HRank
2507,1.6136363744735718,conv10,HRank
2508,1.8125,conv10,HRank
2509,1.6988636255264282,conv10,HRank
2510,1.767045497894287,conv10,HRank
2511,1.7215908765792847,conv10,HRank
2512,1.4772727489471436,conv10,HRank
2513,1.3636363744735718,conv10,HRank
2514,1.4886363744735718,conv10,HRank
2515,1.6931818723678589,conv10,HRank
2516,1.5113636255264282,conv10,HRank
2517,1.6136363744735718,conv10,HRank
2518,1.295454502105713,conv10,HRank
2519,1.4090908765792847,conv10,HRank
2520,1.5965908765792847,conv10,HRank
2521,1.4886363744735718,conv10,HRank
2522,1.6647727489471436,conv10,HRank
2523,1.6590908765792847,conv10,HRank
2524,1.6931818723678589,conv10,HRank
2525,1.670454502105713,conv10,HRank
2526,1.329545497894287,conv10,HRank
2527,1.9034091234207153,conv10,HRank
2528,1.5511363744735718,conv10,HRank
2529,1.482954502105713,conv10,HRank
2530,1.6477272510528564,conv10,HRank
2531,1.4318181276321411,conv10,HRank
2532,1.625,conv10,HRank
2533,1.2613636255264282,conv10,HRank
2534,1.75,conv10,HRank
2535,1.7840908765792847,conv10,HRank
2536,1.5284091234207153,conv10,HRank
2537,1.6875,conv10,HRank
2538,1.8068181276321411,conv10,HRank
2539,1.5056818723678589,conv10,HRank
2540,1.670454502105713,conv10,HRank
2541,1.6761363744735718,conv10,HRank
2542,1.6193181276321411,conv10,HRank
2543,0.8295454382896423,conv10,HRank
2544,1.6590908765792847,conv10,HRank
2545,1.482954502105713,conv10,HRank
2546,1.8068181276321411,conv10,HRank
2547,1.7897727489471436,conv10,HRank
2548,1.5852272510528564,conv10,HRank
2549,1.625,conv10,HRank
2550,1.7784091234207153,conv10,HRank
2551,1.5511363744735718,conv10,HRank
2552,1.545454502105713,conv10,HRank
2553,1.732954502105713,conv10,HRank
2554,1.7556818723678589,conv10,HRank
2555,1.6363636255264282,conv10,HRank
2556,1.6590908765792847,conv10,HRank
2557,1.5284091234207153,conv10,HRank
2558,1.4090908765792847,conv10,HRank
2559,1.7897727489471436,conv10,HRank
2560,1.892045497894287,conv10,HRank
2561,1.8409091234207153,conv10,HRank
2562,1.795454502105713,conv10,HRank
2563,1.7784091234207153,conv10,HRank
2564,1.9886363744735718,conv10,HRank
2565,1.6590908765792847,conv10,HRank
2566,1.9090908765792847,conv10,HRank
2567,1.5681818723678589,conv10,HRank
2568,1.6306818723678589,conv10,HRank
2569,1.5227272510528564,conv10,HRank
2570,1.1136363744735718,conv10,HRank
2571,1.5,conv10,HRank
2572,1.6306818723678589,conv10,HRank
2573,1.420454502105713,conv10,HRank
2574,1.5965908765792847,conv10,HRank
2575,1.6306818723678589,conv10,HRank
2576,1.8863636255264282,conv10,HRank
2577,1.4375,conv10,HRank
2578,1.8863636255264282,conv10,HRank
2579,1.6647727489471436,conv10,HRank
2580,1.4602272510528564,conv10,HRank
2581,1.4488636255264282,conv10,HRank
2582,1.7272727489471436,conv10,HRank
2583,1.0284091234207153,conv10,HRank
2584,1.6534091234207153,conv10,HRank
2585,1.3238636255264282,conv10,HRank
2586,1.4147727489471436,conv10,HRank
2587,1.4943181276321411,conv10,HRank
2588,1.4375,conv10,HRank
2589,0.9772727489471436,conv10,HRank
2590,1.5227272510528564,conv10,HRank
2591,1.8011363744735718,conv10,HRank
2592,1.5738636255264282,conv10,HRank
2593,1.4431818723678589,conv10,HRank
2594,1.5113636255264282,conv10,HRank
2595,1.3125,conv10,HRank
2596,1.6193181276321411,conv10,HRank
2597,1.9602272510528564,conv10,HRank
2598,1.7386363744735718,conv10,HRank
2599,1.4090908765792847,conv10,HRank
2600,1.7613636255264282,conv10,HRank
2601,1.6477272510528564,conv10,HRank
2602,1.9034091234207153,conv10,HRank
2603,1.704545497894287,conv10,HRank
2604,1.579545497894287,conv10,HRank
2605,1.6477272510528564,conv10,HRank
2606,1.8011363744735718,conv10,HRank
2607,1.795454502105713,conv10,HRank
2608,1.6193181276321411,conv10,HRank
2609,1.6818181276321411,conv10,HRank
2610,1.375,conv10,HRank
2611,1.5284091234207153,conv10,HRank
2612,1.75,conv10,HRank
2613,1.7897727489471436,conv10,HRank
2614,1.7272727489471436,conv10,HRank
2615,1.7272727489471436,conv10,HRank
2616,1.6590908765792847,conv10,HRank
2617,1.392045497894287,conv10,HRank
2618,1.8125,conv10,HRank
2619,1.6534091234207153,conv10,HRank
2620,1.517045497894287,conv10,HRank
2621,1.5113636255264282,conv10,HRank
2622,1.4659091234207153,conv10,HRank
2623,1.4375,conv10,HRank
2624,1.8636363744735718,conv10,HRank
2625,1.6477272510528564,conv10,HRank
2626,1.4318181276321411,conv10,HRank
2627,1.517045497894287,conv10,HRank
2628,1.6193181276321411,conv10,HRank
2629,1.767045497894287,conv10,HRank
2630,1.6590908765792847,conv10,HRank
2631,1.6534091234207153,conv10,HRank
2632,1.6590908765792847,conv10,HRank
2633,1.8636363744735718,conv10,HRank
2634,1.767045497894287,conv10,HRank
2635,1.9772727489471436,conv10,HRank
2636,1.7215908765792847,conv10,HRank
2637,1.6022727489471436,conv10,HRank
2638,1.7215908765792847,conv10,HRank
2639,1.6306818723678589,conv10,HRank
2640,1.607954502105713,conv10,HRank
2641,1.625,conv10,HRank
2642,1.482954502105713,conv10,HRank
2643,1.579545497894287,conv10,HRank
2644,1.5681818723678589,conv10,HRank
2645,1.5284091234207153,conv10,HRank
2646,1.3863636255264282,conv10,HRank
2647,1.6931818723678589,conv10,HRank
2648,1.6306818723678589,conv10,HRank
2649,1.875,conv10,HRank
2650,1.5568181276321411,conv10,HRank
2651,1.4431818723678589,conv10,HRank
2652,1.9659091234207153,conv10,HRank
2653,1.670454502105713,conv10,HRank
2654,1.7840908765792847,conv10,HRank
2655,1.4659091234207153,conv10,HRank
2656,1.7215908765792847,conv10,HRank
2657,1.3863636255264282,conv10,HRank
2658,1.4715908765792847,conv10,HRank
2659,1.517045497894287,conv10,HRank
2660,1.5284091234207153,conv10,HRank
2661,1.7272727489471436,conv10,HRank
2662,1.5909091234207153,conv10,HRank
2663,1.482954502105713,conv10,HRank
2664,1.6306818723678589,conv10,HRank
2665,1.9488636255264282,conv10,HRank
2666,1.7386363744735718,conv10,HRank
2667,1.704545497894287,conv10,HRank
2668,1.25,conv10,HRank
2669,0.022727273404598236,conv10,HRank
2670,1.8068181276321411,conv10,HRank
2671,1.9431818723678589,conv10,HRank
2672,1.5909091234207153,conv10,HRank
2673,1.4318181276321411,conv10,HRank
2674,1.5568181276321411,conv10,HRank
2675,1.4375,conv10,HRank
2676,1.5113636255264282,conv10,HRank
2677,1.5568181276321411,conv10,HRank
2678,1.3977272510528564,conv10,HRank
2679,1.545454502105713,conv10,HRank
2680,1.6875,conv10,HRank
2681,1.329545497894287,conv10,HRank
2682,1.5340908765792847,conv10,HRank
2683,1.545454502105713,conv10,HRank
2684,1.7272727489471436,conv10,HRank
2685,1.4715908765792847,conv10,HRank
2686,1.857954502105713,conv10,HRank
2687,1.545454502105713,conv10,HRank
2688,1.8522727489471436,conv11,HRank
2689,1.3863636255264282,conv11,HRank
2690,1.3011363744735718,conv11,HRank
2691,1.4261363744735718,conv11,HRank
2692,1.6590908765792847,conv11,HRank
2693,1.482954502105713,conv11,HRank
2694,1.295454502105713,conv11,HRank
2695,1.454545497894287,conv11,HRank
2696,1.3125,conv11,HRank
2697,1.3011363744735718,conv11,HRank
2698,1.4147727489471436,conv11,HRank
2699,1.4659091234207153,conv11,HRank
2700,1.1818181276321411,conv11,HRank
2701,1.7613636255264282,conv11,HRank
2702,1.8522727489471436,conv11,HRank
2703,1.8636363744735718,conv11,HRank
2704,1.9090908765792847,conv11,HRank
2705,1.4659091234207153,conv11,HRank
2706,1.704545497894287,conv11,HRank
2707,1.8806818723678589,conv11,HRank
2708,1.6477272510528564,conv11,HRank
2709,1.8409091234207153,conv11,HRank
2710,1.6875,conv11,HRank
2711,1.5227272510528564,conv11,HRank
2712,1.4431818723678589,conv11,HRank
2713,1.8693181276321411,conv11,HRank
2714,1.3125,conv11,HRank
2715,1.857954502105713,conv11,HRank
2716,1.8693181276321411,conv11,HRank
2717,1.8011363744735718,conv11,HRank
2718,1.7784091234207153,conv11,HRank
2719,1.75,conv11,HRank
2720,1.607954502105713,conv11,HRank
2721,1.670454502105713,conv11,HRank
2722,1.517045497894287,conv11,HRank
2723,1.5965908765792847,conv11,HRank
2724,1.4715908765792847,conv11,HRank
2725,1.4659091234207153,conv11,HRank
2726,1.6534091234207153,conv11,HRank
2727,1.6647727489471436,conv11,HRank
2728,1.4659091234207153,conv11,HRank
2729,1.1022727489471436,conv11,HRank
2730,1.732954502105713,conv11,HRank
2731,1.4090908765792847,conv11,HRank
2732,1.4715908765792847,conv11,HRank
2733,1.357954502105713,conv11,HRank
2734,1.5738636255264282,conv11,HRank
2735,1.4772727489471436,conv11,HRank
2736,1.2727272510528564,conv11,HRank
2737,1.8068181276321411,conv11,HRank
2738,1.704545497894287,conv11,HRank
2739,1.7556818723678589,conv11,HRank
2740,1.420454502105713,conv11,HRank
2741,1.579545497894287,conv11,HRank
2742,1.2443181276321411,conv11,HRank
2743,1.795454502105713,conv11,HRank
2744,1.517045497894287,conv11,HRank
2745,1.5,conv11,HRank
2746,1.5340908765792847,conv11,HRank
2747,1.420454502105713,conv11,HRank
2748,1.6761363744735718,conv11,HRank
2749,1.2613636255264282,conv11,HRank
2750,1.329545497894287,conv11,HRank
2751,1.625,conv11,HRank
2752,1.4772727489471436,conv11,HRank
2753,1.6534091234207153,conv11,HRank
2754,1.5852272510528564,conv11,HRank
2755,1.5852272510528564,conv11,HRank
2756,1.7159091234207153,conv11,HRank
2757,1.8352272510528564,conv11,HRank
2758,1.3806818723678589,conv11,HRank
2759,1.642045497894287,conv11,HRank
2760,2.0,conv11,HRank
2761,1.392045497894287,conv11,HRank
2762,1.7727272510528564,conv11,HRank
2763,1.0738636255264282,conv11,HRank
2764,1.4659091234207153,conv11,HRank
2765,1.4318181276321411,conv11,HRank
2766,1.9659091234207153,conv11,HRank
2767,1.6306818723678589,conv11,HRank
2768,1.5909091234207153,conv11,HRank
2769,1.3409091234207153,conv11,HRank
2770,1.1477272510528564,conv11,HRank
2771,1.732954502105713,conv11,HRank
2772,1.7784091234207153,conv11,HRank
2773,1.3409091234207153,conv11,HRank
2774,1.517045497894287,conv11,HRank
2775,1.3465908765792847,conv11,HRank
2776,1.4034091234207153,conv11,HRank
2777,1.3522727489471436,conv11,HRank
2778,1.670454502105713,conv11,HRank
2779,1.545454502105713,conv11,HRank
2780,1.642045497894287,conv11,HRank
2781,1.5965908765792847,conv11,HRank
2782,1.517045497894287,conv11,HRank
2783,1.6193181276321411,conv11,HRank
2784,1.5909091234207153,conv11,HRank
2785,1.6136363744735718,conv11,HRank
2786,1.5909091234207153,conv11,HRank
2787,1.7784091234207153,conv11,HRank
2788,1.5625,conv11,HRank
2789,1.3125,conv11,HRank
2790,1.6534091234207153,conv11,HRank
2791,1.704545497894287,conv11,HRank
2792,1.1988636255264282,conv11,HRank
2793,1.3693181276321411,conv11,HRank
2794,1.6193181276321411,conv11,HRank
2795,1.6647727489471436,conv11,HRank
2796,1.5227272510528564,conv11,HRank
2797,1.795454502105713,conv11,HRank
2798,1.2443181276321411,conv11,HRank
2799,1.6931818723678589,conv11,HRank
2800,1.5397727489471436,conv11,HRank
2801,1.6761363744735718,conv11,HRank
2802,1.5227272510528564,conv11,HRank
2803,1.6590908765792847,conv11,HRank
2804,1.642045497894287,conv11,HRank
2805,1.6477272510528564,conv11,HRank
2806,1.3352272510528564,conv11,HRank
2807,1.6306818723678589,conv11,HRank
2808,1.5681818723678589,conv11,HRank
2809,1.7556818723678589,conv11,HRank
2810,1.392045497894287,conv11,HRank
2811,1.454545497894287,conv11,HRank
2812,1.4261363744735718,conv11,HRank
2813,1.7386363744735718,conv11,HRank
2814,1.9772727489471436,conv11,HRank
2815,1.5397727489471436,conv11,HRank
2816,1.5340908765792847,conv11,HRank
2817,1.6647727489471436,conv11,HRank
2818,1.5909091234207153,conv11,HRank
2819,1.517045497894287,conv11,HRank
2820,1.5284091234207153,conv11,HRank
2821,1.4886363744735718,conv11,HRank
2822,1.4375,conv11,HRank
2823,1.5397727489471436,conv11,HRank
2824,1.5909091234207153,conv11,HRank
2825,1.4375,conv11,HRank
2826,1.7159091234207153,conv11,HRank
2827,1.4261363744735718,conv11,HRank
2828,1.6590908765792847,conv11,HRank
2829,1.4772727489471436,conv11,HRank
2830,1.4090908765792847,conv11,HRank
2831,1.6647727489471436,conv11,HRank
2832,1.7840908765792847,conv11,HRank
2833,1.5681818723678589,conv11,HRank
2834,1.607954502105713,conv11,HRank
2835,1.4602272510528564,conv11,HRank
2836,1.642045497894287,conv11,HRank
2837,1.5056818723678589,conv11,HRank
2838,1.6818181276321411,conv11,HRank
2839,1.5397727489471436,conv11,HRank
2840,1.5227272510528564,conv11,HRank
2841,1.3068181276321411,conv11,HRank
2842,1.8238636255264282,conv11,HRank
2843,1.8693181276321411,conv11,HRank
2844,1.2897727489471436,conv11,HRank
2845,1.4147727489471436,conv11,HRank
2846,1.3806818723678589,conv11,HRank
2847,1.6931818723678589,conv11,HRank
2848,1.7159091234207153,conv11,HRank
2849,1.954545497894287,conv11,HRank
2850,1.1818181276321411,conv11,HRank
2851,1.7727272510528564,conv11,HRank
2852,1.732954502105713,conv11,HRank
2853,1.732954502105713,conv11,HRank
2854,1.4318181276321411,conv11,HRank
2855,1.6761363744735718,conv11,HRank
